Role,,Company_Type,Industry,,Location_Tier,Experience_Level,Job_Type,,Salary_LPA,Skills_Required,Education_Required
Business Analyst,,Indian Unicorn,Banking & Finance,,Tier 1,Fresher (0-1 yr),Full-Time,,6.1,"Excel, Requirements Gathering, JIRA, SQL, Agile",B.Sc (CS/IT)
Frontend Developer,,PSU/Govt,Information Technology,,Remote,Mid (3-6 yrs),Full-Time,,12.2,"Tailwind CSS, React, TypeScript, HTML/CSS, JavaScript",MCA
Software Engineer,,Startup,Manufacturing,,Tier 1,Junior (1-3 yrs),Full-Time,,11.2,"Algorithms, Java, REST APIs, Git, C++, Python",B.Tech/B.E.
Data Analyst,,Indian Unicorn,Banking & Finance,,Tier 1,Senior (6-10 yrs),Full-Time,,40.6,"Python, Data Visualization, SQL, Statistics, Tableau, Excel",B.Tech/B.E.
Cloud Engineer,,PSU/Govt,Consulting,,Tier 1,Fresher (0-1 yr),Full-Time,,3.9,"Azure, Docker, Linux",PhD
Backend Developer,,Indian Unicorn,EdTech,,Remote,Senior (6-10 yrs),Full-Time,,40.8,"MongoDB, Node.js, Redis, Java",BCA
Full Stack Developer,,MNC,E-Commerce,,Tier 1,Mid (3-6 yrs),Contract,,18.6,"PostgreSQL, Docker, REST APIs, AWS",B.Tech/B.E.
Cybersecurity Analyst,,MNC,Gaming,,Tier 2,Senior (6-10 yrs),Contract,,31.6,"Python, Penetration Testing, Ethical Hacking",B.Tech/B.E.
Business Analyst,,MNC,Information Technology,,Tier 1,Lead (10+ yrs),Full-Time,,47.5,"SQL, Agile, Excel",BCA
Product Manager,,Startup,HealthTech,,Tier 1,Fresher (0-1 yr),Contract,,4.9,"Product Strategy, User Research, SQL, A/B Testing, Agile, JIRA",B.Tech/B.E.
Software Engineer,,Startup,Information Technology,,Tier 1,Junior (1-3 yrs),Full-Time,,11.3,"System Design, Python, REST APIs, Algorithms, C++",BCA
Android Developer,,MNC,HealthTech,,Tier 2,Junior (1-3 yrs),Full-Time,,12.1,"Firebase, Kotlin, REST APIs, Java",M.Tech/M.E.
Engineering Manager,,Startup,FinTech,,Tier 2,Mid (3-6 yrs),Internship,,3.1,"People Management, Hiring, Roadmapping, OKRs, System Design",M.Tech/M.E.
DevOps Engineer,,MNC,Consulting,,Remote,Junior (1-3 yrs),Full-Time,,10.8,"Docker, AWS, CI/CD",M.Tech/M.E.
Python Developer,,Indian Unicorn,Banking & Finance,,Tier 1,Fresher (0-1 yr),Full-Time,,7.7,"PostgreSQL, Python, Docker, REST APIs",MCA
Business Analyst,,Startup,HealthTech,,Tier 1,Mid (3-6 yrs),Full-Time,,26.6,"Excel, SQL, Agile, JIRA, Requirements Gathering, Power BI",MBA
Machine Learning Engineer,,Indian Unicorn,Media & Entertainment,,Tier 1,Fresher (0-1 yr),Full-Time,,10,"Docker, MLOps, Scikit-learn, Python",B.Tech/B.E.
Android Developer,,Indian Unicorn,E-Commerce,,Remote,Fresher (0-1 yr),Contract,,7.5,"Kotlin, Android SDK, Java",M.Tech/M.E.
Full Stack Developer,,Startup,Information Technology,,Remote,Junior (1-3 yrs),Full-Time,,11.9,"PostgreSQL, Node.js, React, AWS",MCA
QA Engineer,,MNC,EdTech,,Tier 1,Fresher (0-1 yr),Full-Time,,6.1,"Manual Testing, JIRA, API Testing, Python, Selenium, Postman",MBA
Data Scientist,,Startup,FinTech,,Tier 2,Fresher (0-1 yr),Internship,,2.6,"Pandas, Statistics, NLP, Machine Learning, Tableau",B.Tech/B.E.
Software Engineer,,MNC,Banking & Finance,,Tier 2,Senior (6-10 yrs),Full-Time,,30.3,"Data Structures, REST APIs, Python",B.Tech/B.E.
Frontend Developer,,MNC,Information Technology,,Remote,Senior (6-10 yrs),Internship,,1.9,"Next.js, TypeScript, Tailwind CSS, HTML/CSS, Figma, React",PhD
Backend Developer,,Startup,Information Technology,,Tier 1,Fresher (0-1 yr),Contract,,6.7,"Redis, Java, PostgreSQL, FastAPI",MBA
Data Scientist,,Indian Unicorn,HealthTech,,Tier 1,Fresher (0-1 yr),Full-Time,,9.8,"Tableau, Scikit-learn, Pandas",MCA
Full Stack Developer,,Indian Unicorn,Banking & Finance,,Tier 2,Lead (10+ yrs),Part-Time,,56.2,"React, Node.js, AWS, PostgreSQL",M.Tech/M.E.
Software Engineer,,MNC,Information Technology,,Remote,Fresher (0-1 yr),Internship,,3.3,"Java, C++, System Design",B.Tech/B.E.
AI Engineer,,MNC,Banking & Finance,,Tier 2,Mid (3-6 yrs),Full-Time,,20.8,"Python, Prompt Engineering, Vector DBs",B.Tech/B.E.
Business Analyst,,Indian Unicorn,EdTech,,Tier 2,Senior (6-10 yrs),Internship,,1.4,"Requirements Gathering, Excel, SQL, Agile",B.Tech/B.E.
Backend Developer,,MNC,Information Technology,,Remote,Junior (1-3 yrs),Full-Time,,13.1,"Redis, MongoDB, Django, Java",B.Tech/B.E.
Backend Developer,,Startup,Banking & Finance,,Remote,Senior (6-10 yrs),Full-Time,,33.8,"Node.js, Python, Redis, FastAPI, PostgreSQL",B.Tech/B.E.
Computer Vision Engineer,,MNC,Logistics,,Tier 1,Fresher (0-1 yr),Contract,,4.7,"Python, TensorFlow, PyTorch, OpenCV, Deep Learning",B.Tech/B.E.
AI Engineer,,MNC,Media & Entertainment,,Remote,Mid (3-6 yrs),Full-Time,,22,"Vector DBs, LangChain, OpenAI API",MCA
Software Engineer,,Startup,Banking & Finance,,Tier 1,Fresher (0-1 yr),Full-Time,,6.4,"C++, Git, Python, REST APIs, Algorithms",M.Tech/M.E.
Data Engineer,,MNC,Automobile,,Tier 2,Junior (1-3 yrs),Full-Time,,6.9,"SQL, AWS, Kafka, Airflow",B.Sc (CS/IT)
Full Stack Developer,,Indian Unicorn,E-Commerce,,Tier 1,Junior (1-3 yrs),Full-Time,,13.5,"REST APIs, PostgreSQL, Docker, Node.js, MongoDB",M.Tech/M.E.
React Developer,,MNC,Information Technology,,Tier 1,Junior (1-3 yrs),Full-Time,,9.8,"Redux, HTML/CSS, TypeScript",B.Tech/B.E.
Data Scientist,,Startup,Information Technology,,Remote,Fresher (0-1 yr),Part-Time,,5.6,"NLP, Python, Machine Learning, Scikit-learn, SQL",B.Tech/B.E.
Data Engineer,,Startup,Logistics,,Remote,Fresher (0-1 yr),Full-Time,,5.1,"SQL, Airflow, AWS, Kafka, ETL",B.Tech/B.E.
Software Engineer,,MNC,EdTech,,Remote,Junior (1-3 yrs),Full-Time,,9.9,"REST APIs, System Design, Python",MCA
DevOps Engineer,,Indian Unicorn,E-Commerce,,Tier 1,Mid (3-6 yrs),Full-Time,,21.9,"CI/CD, Kubernetes, AWS, Terraform, Linux",MCA
Cybersecurity Analyst,,MNC,Information Technology,,Remote,Mid (3-6 yrs),Full-Time,,22.5,"Ethical Hacking, Penetration Testing, Network Security",MCA
Cybersecurity Analyst,,Startup,Information Technology,,Tier 2,Fresher (0-1 yr),Full-Time,,6.7,"Python, Penetration Testing, Ethical Hacking, SIEM, Network Security",B.Tech/B.E.
Android Developer,,MNC,Telecom,,Remote,Fresher (0-1 yr),Full-Time,,6.7,"Java, Android SDK, Kotlin, REST APIs, Jetpack Compose, Firebase",B.Tech/B.E.
AI Engineer,,Startup,EdTech,,Remote,Fresher (0-1 yr),Full-Time,,6.2,"Vector DBs, NLP, Prompt Engineering, Python, LangChain",B.Tech/B.E.
Data Analyst,,Indian Unicorn,Information Technology,,Tier 1,Mid (3-6 yrs),Internship,,2.4,"Power BI, Statistics, SQL, Data Visualization",B.Tech/B.E.
Power BI Developer,,MNC,Automobile,,Remote,Junior (1-3 yrs),Contract,,9.3,"Power BI, Excel, ETL, Azure, DAX, SQL",M.Tech/M.E.
Machine Learning Engineer,,PSU/Govt,Telecom,,Tier 1,Junior (1-3 yrs),Full-Time,,7.6,"PyTorch, Kubernetes, Docker, Python, MLOps, TensorFlow",B.Com + Certification
Computer Vision Engineer,,MNC,EdTech,,Remote,Senior (6-10 yrs),Full-Time,,29.4,"OpenCV, YOLO, Python",M.Tech/M.E.
Full Stack Developer,,MNC,Consulting,,Remote,Senior (6-10 yrs),Full-Time,,25.3,"AWS, Docker, React, Python, MongoDB",MCA
Power BI Developer,,Indian Unicorn,Information Technology,,Tier 1,Junior (1-3 yrs),Full-Time,,13.7,"Data Modeling, SQL, DAX, Excel",MCA
Software Engineer,,Startup,Manufacturing,,Tier 1,Lead (10+ yrs),Internship,,1.5,"Data Structures, C++, Git, Python, Java, REST APIs",MBA
Blockchain Developer,,Indian Unicorn,Information Technology,,Remote,Mid (3-6 yrs),Contract,,21,"Python, Solidity, Ethereum, Web3.js, Smart Contracts",B.Sc (CS/IT)
Product Manager,,Startup,FinTech,,Tier 1,Junior (1-3 yrs),Full-Time,,11.7,"JIRA, A/B Testing, Product Strategy, Agile, User Research, SQL",B.Tech/B.E.
Frontend Developer,,MNC,FinTech,,Tier 2,Fresher (0-1 yr),Full-Time,,4.6,"TypeScript, React, Next.js, Figma, Tailwind CSS, JavaScript",B.Tech/B.E.
Power BI Developer,,Indian Unicorn,HealthTech,,Remote,Mid (3-6 yrs),Full-Time,,24.9,"DAX, Excel, Azure, Data Modeling, SQL, Power BI",B.Tech/B.E.
Business Analyst,,MNC,Information Technology,,Tier 2,Mid (3-6 yrs),Contract,,16.9,"SQL, Requirements Gathering, Agile, JIRA, Excel",B.Tech/B.E.
Machine Learning Engineer,,Startup,Information Technology,,Tier 1,Lead (10+ yrs),Full-Time,,87.8,"Python, MLOps, AWS",BCA
Machine Learning Engineer,,Indian Unicorn,HealthTech,,Remote,Mid (3-6 yrs),Full-Time,,33.9,"Kubernetes, MLOps, Python, Scikit-learn, Docker",BCA
Business Analyst,,MNC,FinTech,,Tier 2,Mid (3-6 yrs),Full-Time,,17.7,"JIRA, Requirements Gathering, Excel, Agile, SQL",M.Tech/M.E.
Android Developer,,PSU/Govt,Banking & Finance,,Remote,Mid (3-6 yrs),Full-Time,,10.6,"Firebase, Jetpack Compose, REST APIs, Kotlin, Android SDK, Java",M.Tech/M.E.
NLP Engineer,,MNC,E-Commerce,,Tier 1,Junior (1-3 yrs),Full-Time,,10.7,"Transformers, HuggingFace, TensorFlow, BERT, LLMs, SpaCy",M.Tech/M.E.
React Developer,,Indian Unicorn,HealthTech,,Remote,Mid (3-6 yrs),Internship,,1,"React, TypeScript, JavaScript",B.Tech/B.E.
Full Stack Developer,,MNC,FinTech,,Tier 1,Senior (6-10 yrs),Full-Time,,30.3,"REST APIs, PostgreSQL, Python",B.Tech/B.E.
Data Scientist,,Startup,Logistics,,Remote,Senior (6-10 yrs),Full-Time,,39.5,"Tableau, Pandas, Statistics, NLP, Machine Learning, SQL",B.Com + Certification
Software Engineer,,Startup,Information Technology,,Tier 1,Fresher (0-1 yr),Full-Time,,4.7,"Python, Algorithms, REST APIs",B.Sc (CS/IT)
Business Analyst,,Startup,Media & Entertainment,,Remote,Mid (3-6 yrs),Full-Time,,20.4,"Excel, Power BI, JIRA, Requirements Gathering, Agile",B.Tech/B.E.
Python Developer,,MNC,E-Commerce,,Remote,Senior (6-10 yrs),Internship,,1.8,"REST APIs, Django, PostgreSQL",B.Tech/B.E.
Cybersecurity Analyst,,MNC,E-Commerce,,Remote,Senior (6-10 yrs),Full-Time,,37.9,"SIEM, Network Security, Penetration Testing, Ethical Hacking",BCA
Software Engineer,,MNC,E-Commerce,,Tier 1,Junior (1-3 yrs),Contract,,8.4,"REST APIs, C++, Python, Data Structures",BCA
iOS Developer,,MNC,Banking & Finance,,Tier 1,Mid (3-6 yrs),Full-Time,,17.1,"SwiftUI, Firebase, Xcode, REST APIs, Core Data",B.Tech/B.E.
Technical Lead,,Indian Unicorn,Banking & Finance,,Tier 1,Mid (3-6 yrs),Contract,,28.2,"Microservices, System Design, Code Review, AWS, Agile, Team Leadership",M.Tech/M.E.
Python Developer,,MNC,Information Technology,,Tier 1,Mid (3-6 yrs),Full-Time,,20.8,"FastAPI, Python, PostgreSQL, Docker, REST APIs",B.Tech/B.E.
Business Analyst,,MNC,Consulting,,Tier 1,Lead (10+ yrs),Full-Time,,52.5,"Excel, Power BI, Agile, SQL, JIRA, Requirements Gathering",B.Com + Certification
Java Developer,,MNC,Manufacturing,,Remote,Mid (3-6 yrs),Full-Time,,17.6,"Spring Boot, Hibernate, Java, REST APIs",MBA
QA Engineer,,Startup,Information Technology,,Tier 1,Junior (1-3 yrs),Full-Time,,10.1,"Python, Manual Testing, Selenium, API Testing",B.Sc (CS/IT)
Data Analyst,,Startup,Logistics,,Tier 1,Mid (3-6 yrs),Full-Time,,26.6,"SQL, Tableau, Excel",M.Tech/M.E.
Technical Lead,,Startup,Information Technology,,Tier 2,Mid (3-6 yrs),Internship,,3.2,"Microservices, Code Review, AWS, Agile",BCA
UI/UX Designer,,Startup,Information Technology,,Remote,Junior (1-3 yrs),Full-Time,,14.2,"Figma, CSS, Adobe XD, User Research",B.Tech/B.E.
Java Developer,,Indian Unicorn,Manufacturing,,Tier 1,Fresher (0-1 yr),Part-Time,,7.8,"Hibernate, Maven, SQL",B.Tech/B.E.
Java Developer,,Startup,Gaming,,Tier 1,Junior (1-3 yrs),Full-Time,,11.2,"REST APIs, Microservices, Spring Boot, Maven, SQL, Java",B.Com + Certification
Frontend Developer,,MNC,Banking & Finance,,Remote,Fresher (0-1 yr),Full-Time,,3.9,"Next.js, Tailwind CSS, HTML/CSS, React, JavaScript",M.Tech/M.E.
Software Engineer,,Startup,Information Technology,,Remote,Fresher (0-1 yr),Internship,,2.9,"Data Structures, Git, Algorithms, C++, System Design",B.Tech/B.E.
Frontend Developer,,Startup,FinTech,,Tier 1,Senior (6-10 yrs),Contract,,37.1,"Next.js, JavaScript, React, Figma",B.Com + Certification
Python Developer,,Startup,HealthTech,,Tier 2,Fresher (0-1 yr),Full-Time,,5,"PostgreSQL, FastAPI, Django, REST APIs",BCA
Product Manager,,MNC,Information Technology,,Tier 1,Junior (1-3 yrs),Full-Time,,10.4,"SQL, User Research, Product Strategy",B.Com + Certification
Data Engineer,,Startup,E-Commerce,,Tier 2,Junior (1-3 yrs),Full-Time,,14.8,"Kafka, SQL, Spark, ETL, Python, dbt",B.Tech/B.E.
Data Analyst,,Startup,HealthTech,,Remote,Senior (6-10 yrs),Contract,,39.6,"SQL, Tableau, Data Visualization",MCA
Machine Learning Engineer,,Indian Unicorn,FinTech,,Tier 1,Fresher (0-1 yr),Part-Time,,9.4,"MLOps, Docker, PyTorch, Kubernetes",B.Sc (CS/IT)
Full Stack Developer,,Indian Unicorn,HealthTech,,Tier 1,Senior (6-10 yrs),Internship,,1.7,"Docker, REST APIs, AWS, React, Python, PostgreSQL",BCA
Machine Learning Engineer,,MNC,Information Technology,,Remote,Senior (6-10 yrs),Internship,,1.1,"PyTorch, TensorFlow, Kubernetes, MLOps",B.Tech/B.E.
Machine Learning Engineer,,Indian Unicorn,Information Technology,,Remote,Mid (3-6 yrs),Full-Time,,22.6,"Kubernetes, Python, MLOps, AWS, TensorFlow, PyTorch",M.Tech/M.E.
Software Engineer,,PSU/Govt,FinTech,,Remote,Senior (6-10 yrs),Internship,,1,"REST APIs, Python, Java",M.Tech/M.E.
DevOps Engineer,,MNC,Information Technology,,Tier 1,Junior (1-3 yrs),Full-Time,,12.5,"Kubernetes, Terraform, Docker, Ansible, Linux, Jenkins",B.Tech/B.E.
Backend Developer,,Indian Unicorn,FinTech,,Remote,Senior (6-10 yrs),Full-Time,,48.3,"Docker, Django, Python, MongoDB, FastAPI, Node.js",B.Tech/B.E.
Data Scientist,,PSU/Govt,Information Technology,,Tier 1,Fresher (0-1 yr),Full-Time,,3.9,"Deep Learning, Pandas, Scikit-learn",M.Tech/M.E.
Java Developer,,Indian Unicorn,Banking & Finance,,Tier 1,Mid (3-6 yrs),Internship,,1.4,"SQL, Hibernate, Microservices, REST APIs, Spring Boot",B.Tech/B.E.
NLP Engineer,,MNC,Logistics,,Tier 1,Lead (10+ yrs),Internship,,2.2,"SpaCy, LLMs, Transformers, TensorFlow",MCA
Software Engineer,,MNC,EdTech,,Tier 1,Mid (3-6 yrs),Full-Time,,17.2,"Algorithms, Data Structures, System Design",B.Tech/B.E.
Backend Developer,,Indian Unicorn,EdTech,,Tier 1,Fresher (0-1 yr),Full-Time,,8.4,"Python, Java, MongoDB, FastAPI, Redis",B.Tech/B.E.
Backend Developer,,Indian Unicorn,Manufacturing,,Tier 2,Mid (3-6 yrs),Full-Time,,28.3,"Java, Docker, Python",B.Sc (CS/IT)
Data Engineer,,Startup,Manufacturing,,Remote,Lead (10+ yrs),Full-Time,,65.9,"Airflow, Python, SQL, Kafka",MBA
Software Engineer,,Startup,Gaming,,Tier 1,Junior (1-3 yrs),Contract,,10.5,"Algorithms, Git, REST APIs",MCA
Python Developer,,PSU/Govt,Banking & Finance,,Tier 1,Fresher (0-1 yr),Full-Time,,3.6,"Django, PostgreSQL, REST APIs, Docker, AWS",B.Sc (CS/IT)
Python Developer,,Indian Unicorn,FinTech,,Tier 2,Fresher (0-1 yr),Full-Time,,6,"AWS, PostgreSQL, Django, REST APIs, FastAPI, Docker",M.Tech/M.E.
Backend Developer,,Startup,Information Technology,,Tier 1,Mid (3-6 yrs),Full-Time,,19.4,"FastAPI, Redis, Docker",B.Tech/B.E.
Frontend Developer,,MNC,Government/PSU,,Tier 1,Mid (3-6 yrs),Full-Time,,17.3,"Figma, React, Tailwind CSS, HTML/CSS, TypeScript, Next.js",M.Tech/M.E.
Data Analyst,,MNC,E-Commerce,,Tier 1,Mid (3-6 yrs),Full-Time,,19.3,"SQL, Statistics, Tableau, Python, Data Visualization",MCA
iOS Developer,,Startup,Information Technology,,Tier 1,Senior (6-10 yrs),Internship,,1.4,"Core Data, Firebase, REST APIs, SwiftUI, Xcode",B.Tech/B.E.
Machine Learning Engineer,,Indian Unicorn,Information Technology,,Remote,Junior (1-3 yrs),Part-Time,,11.3,"PyTorch, AWS, Kubernetes, Python, Scikit-learn",B.Tech/B.E.
AI Engineer,,PSU/Govt,Information Technology,,Tier 2,Junior (1-3 yrs),Contract,,7.8,"Prompt Engineering, Vector DBs, NLP, OpenAI API, RAG",B.Com + Certification
DevOps Engineer,,PSU/Govt,Information Technology,,Tier 1,Junior (1-3 yrs),Full-Time,,6.1,"Docker, Ansible, Jenkins, Kubernetes, Linux, CI/CD",BCA
Software Engineer,,Indian Unicorn,Manufacturing,,Tier 1,Fresher (0-1 yr),Full-Time,,6.3,"Algorithms, Python, Data Structures, Java, C++, System Design",B.Tech/B.E.
UI/UX Designer,,PSU/Govt,Information Technology,,Tier 1,Fresher (0-1 yr),Contract,,4.4,"CSS, Prototyping, Adobe XD",M.Tech/M.E.
QA Engineer,,Startup,HealthTech,,Tier 1,Fresher (0-1 yr),Contract,,4.5,"JIRA, API Testing, Manual Testing, Postman",B.Tech/B.E.
Research Scientist,,Startup,Logistics,,Tier 1,Junior (1-3 yrs),Part-Time,,12.6,"Deep Learning, PyTorch, Statistics",M.Tech/M.E.
QA Engineer,,Startup,Information Technology,,Tier 1,Lead (10+ yrs),Full-Time,,53,"JIRA, API Testing, Manual Testing, Python",B.Tech/B.E.
Backend Developer,,Startup,Consulting,,Tier 1,Mid (3-6 yrs),Full-Time,,25.4,"Node.js, FastAPI, PostgreSQL, Django, MongoDB",B.Sc (CS/IT)
Data Scientist,,Startup,Manufacturing,,Remote,Junior (1-3 yrs),Part-Time,,13.5,"Python, NLP, Deep Learning, TensorFlow, Scikit-learn",MCA
Research Scientist,,Indian Unicorn,FinTech,,Remote,Junior (1-3 yrs),Full-Time,,13,"Statistics, Python, PyTorch",MBA
Android Developer,,MNC,HealthTech,,Remote,Fresher (0-1 yr),Internship,,1.5,"REST APIs, Android SDK, Jetpack Compose, Kotlin, Firebase",B.Tech/B.E.
iOS Developer,,MNC,HealthTech,,Remote,Fresher (0-1 yr),Full-Time,,5.6,"SwiftUI, Core Data, REST APIs, Swift, Xcode",B.Tech/B.E.
UI/UX Designer,,Indian Unicorn,Media & Entertainment,,Tier 2,Lead (10+ yrs),Contract,,91.3,"Wireframing, Adobe XD, CSS, User Research, Figma",B.Tech/B.E.
Data Analyst,,Indian Unicorn,Information Technology,,Remote,Lead (10+ yrs),Full-Time,,61.3,"Tableau, SQL, Python, Excel, Power BI, Statistics",B.Tech/B.E.
Data Scientist,,Indian Unicorn,E-Commerce,,Remote,Mid (3-6 yrs),Contract,,35.5,"TensorFlow, Tableau, Machine Learning, Deep Learning, Scikit-learn, NLP",B.Tech/B.E.
Data Engineer,,MNC,E-Commerce,,Tier 1,Fresher (0-1 yr),Full-Time,,6.3,"Spark, AWS, dbt, Airflow",B.Tech/B.E.
Cloud Engineer,,Startup,Information Technology,,Remote,Senior (6-10 yrs),Full-Time,,48.3,"GCP, Azure, Terraform, AWS",B.Sc (CS/IT)
Java Developer,,Indian Unicorn,HealthTech,,Tier 1,Fresher (0-1 yr),Full-Time,,7.7,"Spring Boot, SQL, Hibernate, Maven",B.Tech/B.E.
Computer Vision Engineer,,MNC,Information Technology,,Tier 2,Fresher (0-1 yr),Internship,,1.6,"TensorFlow, Python, PyTorch, Deep Learning, YOLO",B.Tech/B.E.
Business Analyst,,Startup,HealthTech,,Tier 1,Junior (1-3 yrs),Full-Time,,10.6,"Agile, Requirements Gathering, SQL, JIRA",BCA
Python Developer,,MNC,Information Technology,,Remote,Mid (3-6 yrs),Contract,,20,"Python, Django, FastAPI",M.Tech/M.E.
Cloud Engineer,,PSU/Govt,E-Commerce,,Tier 1,Fresher (0-1 yr),Full-Time,,3.9,"GCP, Docker, Linux",BCA
DevOps Engineer,,MNC,EdTech,,Tier 1,Junior (1-3 yrs),Part-Time,,10.5,"Kubernetes, Terraform, Jenkins",B.Sc (CS/IT)
Node.js Developer,,Startup,Government/PSU,,Remote,Junior (1-3 yrs),Full-Time,,10.7,"Node.js, MongoDB, REST APIs",MBA
Research Scientist,,MNC,EdTech,,Remote,Junior (1-3 yrs),Full-Time,,12.8,"Statistics, NLP, Deep Learning",M.Tech/M.E.
AI Engineer,,Startup,Information Technology,,Tier 1,Mid (3-6 yrs),Full-Time,,29.2,"OpenAI API, Prompt Engineering, RAG, LangChain",BCA
Research Scientist,,MNC,Information Technology,,Tier 1,Junior (1-3 yrs),Full-Time,,9.3,"PyTorch, Publications, NLP, Python, Deep Learning, R",B.Tech/B.E.
Power BI Developer,,PSU/Govt,Information Technology,,Tier 2,Mid (3-6 yrs),Contract,,12.8,"Azure, Excel, DAX, Power BI, ETL",B.Tech/B.E.
Frontend Developer,,PSU/Govt,Media & Entertainment,,Tier 1,Lead (10+ yrs),Full-Time,,24.6,"JavaScript, React, Figma, HTML/CSS",B.Sc (CS/IT)
AI Engineer,,Startup,Consulting,,Tier 2,Senior (6-10 yrs),Full-Time,,54.6,"LLMs, RAG, Prompt Engineering, NLP, LangChain",B.Tech/B.E.
Python Developer,,Startup,Manufacturing,,Remote,Senior (6-10 yrs),Full-Time,,37.5,"Django, Python, Docker, PostgreSQL, AWS, REST APIs",MCA
Machine Learning Engineer,,Startup,Consulting,,Tier 1,Senior (6-10 yrs),Full-Time,,43.3,"TensorFlow, MLOps, PyTorch, Python, Kubernetes",B.Tech/B.E.
Research Scientist,,MNC,FinTech,,Remote,Lead (10+ yrs),Internship,,1.4,"Statistics, R, Deep Learning",B.Sc (CS/IT)
Machine Learning Engineer,,Indian Unicorn,FinTech,,Tier 1,Mid (3-6 yrs),Full-Time,,25.1,"Scikit-learn, PyTorch, Docker, AWS, TensorFlow, MLOps",BCA
NLP Engineer,,Startup,Media & Entertainment,,Tier 1,Senior (6-10 yrs),Full-Time,,54.6,"Python, SpaCy, HuggingFace, BERT",M.Tech/M.E.
Business Analyst,,PSU/Govt,Information Technology,,Remote,Mid (3-6 yrs),Full-Time,,11.1,"JIRA, Requirements Gathering, Agile, Excel, Power BI",M.Tech/M.E.
QA Engineer,,Startup,E-Commerce,,Tier 2,Junior (1-3 yrs),Full-Time,,11.1,"API Testing, Python, Selenium, Postman, JIRA",B.Tech/B.E.
Backend Developer,,MNC,Information Technology,,Remote,Lead (10+ yrs),Full-Time,,51,"PostgreSQL, MongoDB, Django, Python, Node.js",B.Tech/B.E.
Cloud Engineer,,MNC,Logistics,,Remote,Senior (6-10 yrs),Full-Time,,33.4,"GCP, Terraform, Linux, AWS, Azure",B.Sc (CS/IT)
Backend Developer,,MNC,Information Technology,,Remote,Lead (10+ yrs),Full-Time,,51.3,"PostgreSQL, Docker, MongoDB, Node.js, Django",M.Tech/M.E.
iOS Developer,,MNC,Information Technology,,Tier 1,Mid (3-6 yrs),Full-Time,,13.6,"Swift, Xcode, REST APIs",B.Tech/B.E.
NLP Engineer,,MNC,Information Technology,,Tier 1,Lead (10+ yrs),Full-Time,,59,"TensorFlow, HuggingFace, SpaCy",BCA
QA Engineer,,Indian Unicorn,E-Commerce,,Remote,Lead (10+ yrs),Full-Time,,47.8,"Python, JIRA, Postman, Selenium, API Testing, Manual Testing",MBA
Data Scientist,,Startup,Retail,,Tier 2,Fresher (0-1 yr),Full-Time,,9,"TensorFlow, Tableau, Deep Learning, Machine Learning, Python",B.Tech/B.E.
iOS Developer,,Startup,Manufacturing,,Tier 1,Mid (3-6 yrs),Full-Time,,27.6,"Core Data, Swift, REST APIs, Xcode, SwiftUI, Firebase",B.Tech/B.E.
AI Engineer,,PSU/Govt,Consulting,,Tier 1,Mid (3-6 yrs),Full-Time,,12.7,"LangChain, LLMs, Prompt Engineering, Vector DBs",M.Tech/M.E.
Full Stack Developer,,MNC,Consulting,,Remote,Fresher (0-1 yr),Contract,,5.6,"Python, Node.js, REST APIs, PostgreSQL, AWS",B.Tech/B.E.
Cloud Engineer,,Startup,FinTech,,Tier 2,Mid (3-6 yrs),Full-Time,,19.3,"Kubernetes, Linux, Azure, GCP",B.Tech/B.E.
DevOps Engineer,,MNC,Information Technology,,Tier 2,Mid (3-6 yrs),Full-Time,,19.2,"Ansible, Jenkins, Docker, Kubernetes",M.Tech/M.E.
Product Manager,,MNC,HealthTech,,Tier 1,Fresher (0-1 yr),Internship,,2.2,"Product Strategy, JIRA, A/B Testing, Agile, User Research",BCA
