Role,Company_Type,Industry,Location_Tier,Job_Type,Salary_LPA,Skills_Required,Education_Required,years_avg,post
QA Engineer,MNC,EdTech,Tier 1,Full-Time,6.1,"Manual Testing, JIRA, API Testing, Python, Selenium, Postman",MBA,0.5,fresher
Data Scientist,Startup,FinTech,Tier 2,Internship,2.6,"Pandas, Statistics, NLP, Machine Learning, Tableau",B.Tech/B.E.,0.5,fresher
Software Engineer,MNC,Banking & Finance,Tier 2,Full-Time,30.3,"Data Structures, REST APIs, Python",B.Tech/B.E.,8,senior
Frontend Developer,MNC,Information Technology,Remote,Internship,1.9,"Next.js, TypeScript, Tailwind CSS, HTML/CSS, Figma, React",PhD,8,senior
Backend Developer,Startup,Information Technology,Tier 1,Contract,6.7,"Redis, Java, PostgreSQL, FastAPI",MBA,0.5,fresher
Data Scientist,Indian Unicorn,HealthTech,Tier 1,Full-Time,9.8,"Tableau, Scikit-learn, Pandas",MCA,0.5,fresher
Full Stack Developer,Indian Unicorn,Banking & Finance,Tier 2,Part-Time,56.2,"React, Node.js, AWS, PostgreSQL",M.Tech/M.E.,10,lead
Software Engineer,MNC,Information Technology,Remote,Internship,3.3,"Java, C++, System Design",B.Tech/B.E.,0.5,fresher
AI Engineer,MNC,Banking & Finance,Tier 2,Full-Time,20.8,"Python, Prompt Engineering, Vector DBs",B.Tech/B.E.,4.5,mid
Business Analyst,Indian Unicorn,EdTech,Tier 2,Internship,1.4,"Requirements Gathering, Excel, SQL, Agile",B.Tech/B.E.,8,senior
Backend Developer,MNC,Information Technology,Remote,Full-Time,13.1,"Redis, MongoDB, Django, Java",B.Tech/B.E.,2,junior
Backend Developer,Startup,Banking & Finance,Remote,Full-Time,33.8,"Node.js, Python, Redis, FastAPI, PostgreSQL",B.Tech/B.E.,8,senior
Computer Vision Engineer,MNC,Logistics,Tier 1,Contract,4.7,"Python, TensorFlow, PyTorch, OpenCV, Deep Learning",B.Tech/B.E.,0.5,fresher
AI Engineer,MNC,Media & Entertainment,Remote,Full-Time,22,"Vector DBs, LangChain, OpenAI API",MCA,4.5,mid
Software Engineer,Startup,Banking & Finance,Tier 1,Full-Time,6.4,"C++, Git, Python, REST APIs, Algorithms",M.Tech/M.E.,0.5,fresher
Data Engineer,MNC,Automobile,Tier 2,Full-Time,6.9,"SQL, AWS, Kafka, Airflow",B.Sc (CS/IT),2,junior
Full Stack Developer,Indian Unicorn,E-Commerce,Tier 1,Full-Time,13.5,"REST APIs, PostgreSQL, Docker, Node.js, MongoDB",M.Tech/M.E.,2,junior
React Developer,MNC,Information Technology,Tier 1,Full-Time,9.8,"Redux, HTML/CSS, TypeScript",B.Tech/B.E.,2,junior
Data Scientist,Startup,Information Technology,Remote,Part-Time,5.6,"NLP, Python, Machine Learning, Scikit-learn, SQL",B.Tech/B.E.,0.5,fresher
Data Engineer,Startup,Logistics,Remote,Full-Time,5.1,"SQL, Airflow, AWS, Kafka, ETL",B.Tech/B.E.,0.5,fresher
Software Engineer,MNC,EdTech,Remote,Full-Time,9.9,"REST APIs, System Design, Python",MCA,2,junior
DevOps Engineer,Indian Unicorn,E-Commerce,Tier 1,Full-Time,21.9,"CI/CD, Kubernetes, AWS, Terraform, Linux",MCA,4.5,mid
Cybersecurity Analyst,MNC,Information Technology,Remote,Full-Time,22.5,"Ethical Hacking, Penetration Testing, Network Security",MCA,4.5,mid
Cybersecurity Analyst,Startup,Information Technology,Tier 2,Full-Time,6.7,"Python, Penetration Testing, Ethical Hacking, SIEM, Network Security",B.Tech/B.E.,0.5,fresher
Android Developer,MNC,Telecom,Remote,Full-Time,6.7,"Java, Android SDK, Kotlin, REST APIs, Jetpack Compose, Firebase",B.Tech/B.E.,0.5,fresher
AI Engineer,Startup,EdTech,Remote,Full-Time,6.2,"Vector DBs, NLP, Prompt Engineering, Python, LangChain",B.Tech/B.E.,0.5,fresher
Data Analyst,Indian Unicorn,Information Technology,Tier 1,Internship,2.4,"Power BI, Statistics, SQL, Data Visualization",B.Tech/B.E.,4.5,mid
Power BI Developer,MNC,Automobile,Remote,Contract,9.3,"Power BI, Excel, ETL, Azure, DAX, SQL",M.Tech/M.E.,2,junior
Machine Learning Engineer,PSU/Govt,Telecom,Tier 1,Full-Time,7.6,"PyTorch, Kubernetes, Docker, Python, MLOps, TensorFlow",B.Com + Certification,2,junior
Computer Vision Engineer,MNC,EdTech,Remote,Full-Time,29.4,"OpenCV, YOLO, Python",M.Tech/M.E.,8,senior
Full Stack Developer,MNC,Consulting,Remote,Full-Time,25.3,"AWS, Docker, React, Python, MongoDB",MCA,8,senior
Power BI Developer,Indian Unicorn,Information Technology,Tier 1,Full-Time,13.7,"Data Modeling, SQL, DAX, Excel",MCA,2,junior
Software Engineer,Startup,Manufacturing,Tier 1,Internship,1.5,"Data Structures, C++, Git, Python, Java, REST APIs",MBA,10,lead
Blockchain Developer,Indian Unicorn,Information Technology,Remote,Contract,21,"Python, Solidity, Ethereum, Web3.js, Smart Contracts",B.Sc (CS/IT),4.5,mid
Product Manager,Startup,FinTech,Tier 1,Full-Time,11.7,"JIRA, A/B Testing, Product Strategy, Agile, User Research, SQL",B.Tech/B.E.,2,junior
Frontend Developer,MNC,FinTech,Tier 2,Full-Time,4.6,"TypeScript, React, Next.js, Figma, Tailwind CSS, JavaScript",B.Tech/B.E.,0.5,fresher
Power BI Developer,Indian Unicorn,HealthTech,Remote,Full-Time,24.9,"DAX, Excel, Azure, Data Modeling, SQL, Power BI",B.Tech/B.E.,4.5,mid
Business Analyst,MNC,Information Technology,Tier 2,Contract,16.9,"SQL, Requirements Gathering, Agile, JIRA, Excel",B.Tech/B.E.,4.5,mid
Machine Learning Engineer,Startup,Information Technology,Tier 1,Full-Time,87.8,"Python, MLOps, AWS",BCA,10,lead
Machine Learning Engineer,Indian Unicorn,HealthTech,Remote,Full-Time,33.9,"Kubernetes, MLOps, Python, Scikit-learn, Docker",BCA,4.5,mid
Business Analyst,MNC,FinTech,Tier 2,Full-Time,17.7,"JIRA, Requirements Gathering, Excel, Agile, SQL",M.Tech/M.E.,4.5,mid
Android Developer,PSU/Govt,Banking & Finance,Remote,Full-Time,10.6,"Firebase, Jetpack Compose, REST APIs, Kotlin, Android SDK, Java",M.Tech/M.E.,4.5,mid
NLP Engineer,MNC,E-Commerce,Tier 1,Full-Time,10.7,"Transformers, HuggingFace, TensorFlow, BERT, LLMs, SpaCy",M.Tech/M.E.,2,junior
React Developer,Indian Unicorn,HealthTech,Remote,Internship,1,"React, TypeScript, JavaScript",B.Tech/B.E.,4.5,mid
Full Stack Developer,MNC,FinTech,Tier 1,Full-Time,30.3,"REST APIs, PostgreSQL, Python",B.Tech/B.E.,8,senior
Data Scientist,Startup,Logistics,Remote,Full-Time,39.5,"Tableau, Pandas, Statistics, NLP, Machine Learning, SQL",B.Com + Certification,8,senior
Software Engineer,Startup,Information Technology,Tier 1,Full-Time,4.7,"Python, Algorithms, REST APIs",B.Sc (CS/IT),0.5,fresher
Business Analyst,Startup,Media & Entertainment,Remote,Full-Time,20.4,"Excel, Power BI, JIRA, Requirements Gathering, Agile",B.Tech/B.E.,4.5,mid
Python Developer,MNC,E-Commerce,Remote,Internship,1.8,"REST APIs, Django, PostgreSQL",B.Tech/B.E.,8,senior
Cybersecurity Analyst,MNC,E-Commerce,Remote,Full-Time,37.9,"SIEM, Network Security, Penetration Testing, Ethical Hacking",BCA,8,senior
Software Engineer,MNC,E-Commerce,Tier 1,Contract,8.4,"REST APIs, C++, Python, Data Structures",BCA,2,junior
iOS Developer,MNC,Banking & Finance,Tier 1,Full-Time,17.1,"SwiftUI, Firebase, Xcode, REST APIs, Core Data",B.Tech/B.E.,4.5,mid
Technical Lead,Indian Unicorn,Banking & Finance,Tier 1,Contract,28.2,"Microservices, System Design, Code Review, AWS, Agile, Team Leadership",M.Tech/M.E.,4.5,mid
Python Developer,MNC,Information Technology,Tier 1,Full-Time,20.8,"FastAPI, Python, PostgreSQL, Docker, REST APIs",B.Tech/B.E.,4.5,mid
Business Analyst,MNC,Consulting,Tier 1,Full-Time,52.5,"Excel, Power BI, Agile, SQL, JIRA, Requirements Gathering",B.Com + Certification,10,lead
Java Developer,MNC,Manufacturing,Remote,Full-Time,17.6,"Spring Boot, Hibernate, Java, REST APIs",MBA,4.5,mid
QA Engineer,Startup,Information Technology,Tier 1,Full-Time,10.1,"Python, Manual Testing, Selenium, API Testing",B.Sc (CS/IT),2,junior
Data Analyst,Startup,Logistics,Tier 1,Full-Time,26.6,"SQL, Tableau, Excel",M.Tech/M.E.,4.5,mid
Technical Lead,Startup,Information Technology,Tier 2,Internship,3.2,"Microservices, Code Review, AWS, Agile",BCA,4.5,mid
UI/UX Designer,Startup,Information Technology,Remote,Full-Time,14.2,"Figma, CSS, Adobe XD, User Research",B.Tech/B.E.,2,junior
Java Developer,Indian Unicorn,Manufacturing,Tier 1,Part-Time,7.8,"Hibernate, Maven, SQL",B.Tech/B.E.,0.5,fresher
Java Developer,Startup,Gaming,Tier 1,Full-Time,11.2,"REST APIs, Microservices, Spring Boot, Maven, SQL, Java",B.Com + Certification,2,junior
Frontend Developer,MNC,Banking & Finance,Remote,Full-Time,3.9,"Next.js, Tailwind CSS, HTML/CSS, React, JavaScript",M.Tech/M.E.,0.5,fresher
Software Engineer,Startup,Information Technology,Remote,Internship,2.9,"Data Structures, Git, Algorithms, C++, System Design",B.Tech/B.E.,0.5,fresher
Frontend Developer,Startup,FinTech,Tier 1,Contract,37.1,"Next.js, JavaScript, React, Figma",B.Com + Certification,8,senior
Python Developer,Startup,HealthTech,Tier 2,Full-Time,5,"PostgreSQL, FastAPI, Django, REST APIs",BCA,0.5,fresher
Product Manager,MNC,Information Technology,Tier 1,Full-Time,10.4,"SQL, User Research, Product Strategy",B.Com + Certification,2,junior
Data Engineer,Startup,E-Commerce,Tier 2,Full-Time,14.8,"Kafka, SQL, Spark, ETL, Python, dbt",B.Tech/B.E.,2,junior
Data Analyst,Startup,HealthTech,Remote,Contract,39.6,"SQL, Tableau, Data Visualization",MCA,8,senior
Machine Learning Engineer,Indian Unicorn,FinTech,Tier 1,Part-Time,9.4,"MLOps, Docker, PyTorch, Kubernetes",B.Sc (CS/IT),0.5,fresher
Full Stack Developer,Indian Unicorn,HealthTech,Tier 1,Internship,1.7,"Docker, REST APIs, AWS, React, Python, PostgreSQL",BCA,8,senior
Machine Learning Engineer,MNC,Information Technology,Remote,Internship,1.1,"PyTorch, TensorFlow, Kubernetes, MLOps",B.Tech/B.E.,8,senior
Machine Learning Engineer,Indian Unicorn,Information Technology,Remote,Full-Time,22.6,"Kubernetes, Python, MLOps, AWS, TensorFlow, PyTorch",M.Tech/M.E.,4.5,mid
Software Engineer,PSU/Govt,FinTech,Remote,Internship,1,"REST APIs, Python, Java",M.Tech/M.E.,8,senior
DevOps Engineer,MNC,Information Technology,Tier 1,Full-Time,12.5,"Kubernetes, Terraform, Docker, Ansible, Linux, Jenkins",B.Tech/B.E.,2,junior
Backend Developer,Indian Unicorn,FinTech,Remote,Full-Time,48.3,"Docker, Django, Python, MongoDB, FastAPI, Node.js",B.Tech/B.E.,8,senior
Data Scientist,PSU/Govt,Information Technology,Tier 1,Full-Time,3.9,"Deep Learning, Pandas, Scikit-learn",M.Tech/M.E.,0.5,fresher
Java Developer,Indian Unicorn,Banking & Finance,Tier 1,Internship,1.4,"SQL, Hibernate, Microservices, REST APIs, Spring Boot",B.Tech/B.E.,4.5,mid
NLP Engineer,MNC,Logistics,Tier 1,Internship,2.2,"SpaCy, LLMs, Transformers, TensorFlow",MCA,10,lead
Software Engineer,MNC,EdTech,Tier 1,Full-Time,17.2,"Algorithms, Data Structures, System Design",B.Tech/B.E.,4.5,mid
Backend Developer,Indian Unicorn,EdTech,Tier 1,Full-Time,8.4,"Python, Java, MongoDB, FastAPI, Redis",B.Tech/B.E.,0.5,fresher
Backend Developer,Indian Unicorn,Manufacturing,Tier 2,Full-Time,28.3,"Java, Docker, Python",B.Sc (CS/IT),4.5,mid
Data Engineer,Startup,Manufacturing,Remote,Full-Time,65.9,"Airflow, Python, SQL, Kafka",MBA,10,lead
Software Engineer,Startup,Gaming,Tier 1,Contract,10.5,"Algorithms, Git, REST APIs",MCA,2,junior
Python Developer,PSU/Govt,Banking & Finance,Tier 1,Full-Time,3.6,"Django, PostgreSQL, REST APIs, Docker, AWS",B.Sc (CS/IT),0.5,fresher
Python Developer,Indian Unicorn,FinTech,Tier 2,Full-Time,6,"AWS, PostgreSQL, Django, REST APIs, FastAPI, Docker",M.Tech/M.E.,0.5,fresher
Backend Developer,Startup,Information Technology,Tier 1,Full-Time,19.4,"FastAPI, Redis, Docker",B.Tech/B.E.,4.5,mid
Frontend Developer,MNC,Government/PSU,Tier 1,Full-Time,17.3,"Figma, React, Tailwind CSS, HTML/CSS, TypeScript, Next.js",M.Tech/M.E.,4.5,mid
Data Analyst,MNC,E-Commerce,Tier 1,Full-Time,19.3,"SQL, Statistics, Tableau, Python, Data Visualization",MCA,4.5,mid
iOS Developer,Startup,Information Technology,Tier 1,Internship,1.4,"Core Data, Firebase, REST APIs, SwiftUI, Xcode",B.Tech/B.E.,8,senior
Machine Learning Engineer,Indian Unicorn,Information Technology,Remote,Part-Time,11.3,"PyTorch, AWS, Kubernetes, Python, Scikit-learn",B.Tech/B.E.,2,junior
AI Engineer,PSU/Govt,Information Technology,Tier 2,Contract,7.8,"Prompt Engineering, Vector DBs, NLP, OpenAI API, RAG",B.Com + Certification,2,junior
DevOps Engineer,PSU/Govt,Information Technology,Tier 1,Full-Time,6.1,"Docker, Ansible, Jenkins, Kubernetes, Linux, CI/CD",BCA,2,junior
Software Engineer,Indian Unicorn,Manufacturing,Tier 1,Full-Time,6.3,"Algorithms, Python, Data Structures, Java, C++, System Design",B.Tech/B.E.,0.5,fresher
UI/UX Designer,PSU/Govt,Information Technology,Tier 1,Contract,4.4,"CSS, Prototyping, Adobe XD",M.Tech/M.E.,0.5,fresher
QA Engineer,Startup,HealthTech,Tier 1,Contract,4.5,"JIRA, API Testing, Manual Testing, Postman",B.Tech/B.E.,0.5,fresher
Research Scientist,Startup,Logistics,Tier 1,Part-Time,12.6,"Deep Learning, PyTorch, Statistics",M.Tech/M.E.,2,junior
QA Engineer,Startup,Information Technology,Tier 1,Full-Time,53,"JIRA, API Testing, Manual Testing, Python",B.Tech/B.E.,10,lead
Backend Developer,Startup,Consulting,Tier 1,Full-Time,25.4,"Node.js, FastAPI, PostgreSQL, Django, MongoDB",B.Sc (CS/IT),4.5,mid
Data Scientist,Startup,Manufacturing,Remote,Part-Time,13.5,"Python, NLP, Deep Learning, TensorFlow, Scikit-learn",MCA,2,junior
Research Scientist,Indian Unicorn,FinTech,Remote,Full-Time,13,"Statistics, Python, PyTorch",MBA,2,junior
Android Developer,MNC,HealthTech,Remote,Internship,1.5,"REST APIs, Android SDK, Jetpack Compose, Kotlin, Firebase",B.Tech/B.E.,0.5,fresher
iOS Developer,MNC,HealthTech,Remote,Full-Time,5.6,"SwiftUI, Core Data, REST APIs, Swift, Xcode",B.Tech/B.E.,0.5,fresher
UI/UX Designer,Indian Unicorn,Media & Entertainment,Tier 2,Contract,91.3,"Wireframing, Adobe XD, CSS, User Research, Figma",B.Tech/B.E.,10,lead
Data Analyst,Indian Unicorn,Information Technology,Remote,Full-Time,61.3,"Tableau, SQL, Python, Excel, Power BI, Statistics",B.Tech/B.E.,10,lead
Data Scientist,Indian Unicorn,E-Commerce,Remote,Contract,35.5,"TensorFlow, Tableau, Machine Learning, Deep Learning, Scikit-learn, NLP",B.Tech/B.E.,4.5,mid
Data Engineer,MNC,E-Commerce,Tier 1,Full-Time,6.3,"Spark, AWS, dbt, Airflow",B.Tech/B.E.,0.5,fresher
Cloud Engineer,Startup,Information Technology,Remote,Full-Time,48.3,"GCP, Azure, Terraform, AWS",B.Sc (CS/IT),8,senior
Java Developer,Indian Unicorn,HealthTech,Tier 1,Full-Time,7.7,"Spring Boot, SQL, Hibernate, Maven",B.Tech/B.E.,0.5,fresher
Computer Vision Engineer,MNC,Information Technology,Tier 2,Internship,1.6,"TensorFlow, Python, PyTorch, Deep Learning, YOLO",B.Tech/B.E.,0.5,fresher
Business Analyst,Startup,HealthTech,Tier 1,Full-Time,10.6,"Agile, Requirements Gathering, SQL, JIRA",BCA,2,junior
Python Developer,MNC,Information Technology,Remote,Contract,20,"Python, Django, FastAPI",M.Tech/M.E.,4.5,mid
Cloud Engineer,PSU/Govt,E-Commerce,Tier 1,Full-Time,3.9,"GCP, Docker, Linux",BCA,0.5,fresher
DevOps Engineer,MNC,EdTech,Tier 1,Part-Time,10.5,"Kubernetes, Terraform, Jenkins",B.Sc (CS/IT),2,junior
Node.js Developer,Startup,Government/PSU,Remote,Full-Time,10.7,"Node.js, MongoDB, REST APIs",MBA,2,junior
Research Scientist,MNC,EdTech,Remote,Full-Time,12.8,"Statistics, NLP, Deep Learning",M.Tech/M.E.,2,junior
AI Engineer,Startup,Information Technology,Tier 1,Full-Time,29.2,"OpenAI API, Prompt Engineering, RAG, LangChain",BCA,4.5,mid
Research Scientist,MNC,Information Technology,Tier 1,Full-Time,9.3,"PyTorch, Publications, NLP, Python, Deep Learning, R",B.Tech/B.E.,2,junior
Power BI Developer,PSU/Govt,Information Technology,Tier 2,Contract,12.8,"Azure, Excel, DAX, Power BI, ETL",B.Tech/B.E.,4.5,mid
Frontend Developer,PSU/Govt,Media & Entertainment,Tier 1,Full-Time,24.6,"JavaScript, React, Figma, HTML/CSS",B.Sc (CS/IT),10,lead
AI Engineer,Startup,Consulting,Tier 2,Full-Time,54.6,"LLMs, RAG, Prompt Engineering, NLP, LangChain",B.Tech/B.E.,8,senior
Python Developer,Startup,Manufacturing,Remote,Full-Time,37.5,"Django, Python, Docker, PostgreSQL, AWS, REST APIs",MCA,8,senior
Machine Learning Engineer,Startup,Consulting,Tier 1,Full-Time,43.3,"TensorFlow, MLOps, PyTorch, Python, Kubernetes",B.Tech/B.E.,8,senior
Research Scientist,MNC,FinTech,Remote,Internship,1.4,"Statistics, R, Deep Learning",B.Sc (CS/IT),10,lead
Machine Learning Engineer,Indian Unicorn,FinTech,Tier 1,Full-Time,25.1,"Scikit-learn, PyTorch, Docker, AWS, TensorFlow, MLOps",BCA,4.5,mid
NLP Engineer,Startup,Media & Entertainment,Tier 1,Full-Time,54.6,"Python, SpaCy, HuggingFace, BERT",M.Tech/M.E.,8,senior
Business Analyst,PSU/Govt,Information Technology,Remote,Full-Time,11.1,"JIRA, Requirements Gathering, Agile, Excel, Power BI",M.Tech/M.E.,4.5,mid
QA Engineer,Startup,E-Commerce,Tier 2,Full-Time,11.1,"API Testing, Python, Selenium, Postman, JIRA",B.Tech/B.E.,2,junior
Backend Developer,MNC,Information Technology,Remote,Full-Time,51,"PostgreSQL, MongoDB, Django, Python, Node.js",B.Tech/B.E.,10,lead
Cloud Engineer,MNC,Logistics,Remote,Full-Time,33.4,"GCP, Terraform, Linux, AWS, Azure",B.Sc (CS/IT),8,senior
Backend Developer,MNC,Information Technology,Remote,Full-Time,51.3,"PostgreSQL, Docker, MongoDB, Node.js, Django",M.Tech/M.E.,10,lead
iOS Developer,MNC,Information Technology,Tier 1,Full-Time,13.6,"Swift, Xcode, REST APIs",B.Tech/B.E.,4.5,mid
NLP Engineer,MNC,Information Technology,Tier 1,Full-Time,59,"TensorFlow, HuggingFace, SpaCy",BCA,10,lead
QA Engineer,Indian Unicorn,E-Commerce,Remote,Full-Time,47.8,"Python, JIRA, Postman, Selenium, API Testing, Manual Testing",MBA,10,lead
Data Scientist,Startup,Retail,Tier 2,Full-Time,9,"TensorFlow, Tableau, Deep Learning, Machine Learning, Python",B.Tech/B.E.,0.5,fresher
iOS Developer,Startup,Manufacturing,Tier 1,Full-Time,27.6,"Core Data, Swift, REST APIs, Xcode, SwiftUI, Firebase",B.Tech/B.E.,4.5,mid
AI Engineer,PSU/Govt,Consulting,Tier 1,Full-Time,12.7,"LangChain, LLMs, Prompt Engineering, Vector DBs",M.Tech/M.E.,4.5,mid
Full Stack Developer,MNC,Consulting,Remote,Contract,5.6,"Python, Node.js, REST APIs, PostgreSQL, AWS",B.Tech/B.E.,0.5,fresher
Cloud Engineer,Startup,FinTech,Tier 2,Full-Time,19.3,"Kubernetes, Linux, Azure, GCP",B.Tech/B.E.,4.5,mid
DevOps Engineer,MNC,Information Technology,Tier 2,Full-Time,19.2,"Ansible, Jenkins, Docker, Kubernetes",M.Tech/M.E.,4.5,mid
Product Manager,MNC,HealthTech,Tier 1,Internship,2.2,"Product Strategy, JIRA, A/B Testing, Agile, User Research",BCA,0.5,fresher
MLOps Engineer,MNC,Information Technology,Tier 1,Full-Time,27.1,"Python, Kubernetes, Docker",B.Tech/B.E.,4.5,mid
Full Stack Developer,Startup,Banking & Finance,Remote,Internship,0.8,"React, REST APIs, Docker, MongoDB, Python, AWS",B.Tech/B.E.,0.5,fresher
Java Developer,Startup,Information Technology,Remote,Contract,12.8,"Java, REST APIs, SQL",MCA,2,junior
Software Engineer,Startup,Information Technology,Tier 1,Full-Time,9.9,"System Design, Data Structures, Java, Python, Git, Algorithms",B.Tech/B.E.,2,junior
DevOps Engineer,PSU/Govt,Logistics,Tier 1,Contract,30.9,"Jenkins, Ansible, Linux, Terraform, CI/CD, Docker",MBA,10,lead
NLP Engineer,Indian Unicorn,FinTech,Tier 1,Full-Time,19.8,"LLMs, HuggingFace, Python",B.Tech/B.E.,4.5,mid
Data Analyst,Startup,FinTech,Tier 1,Full-Time,40.4,"Statistics, Excel, Data Visualization, SQL, Power BI",BCA,8,senior
Backend Developer,Startup,Manufacturing,Remote,Full-Time,22.3,"Node.js, MongoDB, Java",MCA,4.5,mid
Cybersecurity Analyst,Indian Unicorn,Manufacturing,Tier 2,Full-Time,13.7,"Python, Ethical Hacking, Network Security",BCA,2,junior
Data Scientist,MNC,FinTech,Tier 1,Contract,17.4,"TensorFlow, Tableau, NLP, SQL",M.Tech/M.E.,4.5,mid
Node.js Developer,MNC,EdTech,Tier 1,Internship,1.1,"REST APIs, Express.js, TypeScript, Node.js",M.Tech/M.E.,2,junior
Data Scientist,PSU/Govt,Information Technology,Tier 1,Full-Time,7.1,"Statistics, TensorFlow, SQL",B.Tech/B.E.,2,junior
Machine Learning Engineer,PSU/Govt,E-Commerce,Tier 1,Full-Time,8.4,"Python, Docker, MLOps, Scikit-learn",B.Tech/B.E.,2,junior
Software Engineer,Startup,FinTech,Tier 1,Full-Time,18.1,"Data Structures, System Design, C++, Git, Python",B.Tech/B.E.,4.5,mid
Engineering Manager,MNC,Information Technology,Tier 2,Full-Time,59.9,"Agile, OKRs, System Design, People Management",B.Tech/B.E.,10,lead
Android Developer,MNC,Consulting,Remote,Full-Time,33,"REST APIs, Jetpack Compose, Android SDK, Java",B.Tech/B.E.,8,senior
AI Engineer,Indian Unicorn,Information Technology,Tier 1,Full-Time,27.4,"Vector DBs, OpenAI API, Python, RAG, LangChain, NLP",PhD,4.5,mid
AI Engineer,Indian Unicorn,E-Commerce,Tier 1,Full-Time,43.8,"NLP, RAG, OpenAI API",B.Tech/B.E.,8,senior
Java Developer,MNC,HealthTech,Tier 1,Contract,4.4,"Microservices, Spring Boot, REST APIs, SQL, Hibernate, Maven",B.Sc (CS/IT),0.5,fresher
Power BI Developer,Startup,Banking & Finance,Tier 1,Full-Time,60.5,"Azure, ETL, SQL, Power BI",PhD,10,lead
Frontend Developer,MNC,HealthTech,Tier 2,Full-Time,10.9,"Figma, HTML/CSS, Tailwind CSS",B.Tech/B.E.,2,junior
Research Scientist,Startup,E-Commerce,Tier 1,Full-Time,30.8,"R, NLP, Python",MCA,4.5,mid
DevOps Engineer,PSU/Govt,FinTech,Remote,Full-Time,3.4,"Linux, Docker, Jenkins, Ansible, CI/CD, Kubernetes",B.Tech/B.E.,0.5,fresher
Data Analyst,MNC,Consulting,Tier 2,Full-Time,9.2,"Power BI, Statistics, SQL",MCA,2,junior
MLOps Engineer,MNC,FinTech,Tier 1,Full-Time,31,"Python, CI/CD, AWS",B.Tech/B.E.,8,senior
Node.js Developer,Indian Unicorn,FinTech,Tier 1,Full-Time,8.8,"MongoDB, REST APIs, JavaScript, TypeScript",B.Tech/B.E.,2,junior
React Developer,Indian Unicorn,Information Technology,Tier 1,Full-Time,13.5,"Next.js, TypeScript, Redux, JavaScript, HTML/CSS, React",PhD,2,junior
